action_type,mechanism_of_action,molecule_chembl_id,target_chembl_id
INHIBITOR,Fusion glycoprotein F0 inhibitor,CHEMBL4297692,CHEMBL2364165
INHIBITOR,Fusion glycoprotein F0 inhibitor,CHEMBL4297497,CHEMBL2364165
AGONIST,Prostanoid EP2 receptor agonist,CHEMBL2105692,CHEMBL1881
BINDING AGENT,Alginate polysaccharide binding agent,CHEMBL4297696,CHEMBL4632346
ACTIVATOR,Soluble guanylate cyclase activator,CHEMBL466659,CHEMBL2111348
INHIBITOR,Kinesin-like protein 1 inhibitor,CHEMBL2347655,CHEMBL4581
POSITIVE ALLOSTERIC MODULATOR,Metabotropic glutamate receptor 4 positive allosteric modulator,CHEMBL4089083,CHEMBL2736
INHIBITOR,LPS-assembly protein LptD inhibitor,CHEMBL3946483,CHEMBL3879863
INHIBITOR,Programmed cell death protein 1 inhibitor,CHEMBL4297571,CHEMBL3307223
INHIBITOR,Programmed cell death protein 1 inhibitor,CHEMBL4297840,CHEMBL3307223
NEGATIVE ALLOSTERIC MODULATOR,Cannabinoid CB1 receptor negative allosteric modulator,CHEMBL4298095,CHEMBL218
INHIBITOR,Complement C5 inhibitor,CHEMBL3990025,CHEMBL2364163
INHIBITOR,Vascular endothelial growth factor receptor 2 inhibitor,CHEMBL4298119,CHEMBL279
NEGATIVE ALLOSTERIC MODULATOR,Coagulation factor XI negative allosteric modulator,CHEMBL4297905,CHEMBL2820
INHIBITOR,Semaphorin-4D inhibitor,CHEMBL4297884,CHEMBL4630887
INHIBITOR,Growth/differentiation factor 8 inhibitor,CHEMBL4594326,CHEMBL3407325
INHIBITOR,C5a anaphylatoxin chemotactic receptor inhibitor,CHEMBL4594463,CHEMBL2373
INHIBITOR,P-selectin glycoprotein ligand 1 inhibitor,CHEMBL4297861,CHEMBL4183
INHIBITOR,Complement C5 inhibitor,CHEMBL4298086,CHEMBL2364163
BINDING AGENT,Alpha-synuclein binding agent,CHEMBL4298077,CHEMBL6152
AGONIST,Tumor necrosis factor receptor superfamily member 18 agonist,CHEMBL4594558,CHEMBL3712995
BINDING AGENT,Delta-like protein 3 binding agent,CHEMBL3990011,CHEMBL4630888
CROSS-LINKING AGENT,DNA cross-linking agent,CHEMBL3990011,CHEMBL2311221
ANTAGONIST,T-cell immunoreceptor with Ig and ITIM domains antagonist,CHEMBL4297785,CHEMBL4630878
ANTAGONIST,Tumor necrosis factor receptor superfamily member 4 antagonist,CHEMBL4594546,CHEMBL3989383
BINDING AGENT,Interleukin-3 receptor subunit alpha binding agent,CHEMBL4297837,CHEMBL3712987
INHIBITOR,Complement C1s inhibitor,CHEMBL4297832,CHEMBL3913
INHIBITOR,Epoxide hydratase inhibitor,CHEMBL436774,CHEMBL2409
INHIBITOR,PI3-kinase p110-delta subunit inhibitor,CHEMBL3643413,CHEMBL3130
DISRUPTING AGENT,Cell membrane disrupting agent,CHEMBL1817968,CHEMBL2364031
INHIBITOR,Protein kinase C epsilon inhibitor,CHEMBL4297775,CHEMBL3582
ANTAGONIST,Tumor necrosis factor receptor superfamily member 4 antagonist,CHEMBL4594567,CHEMBL3989383
ACTIVATOR,"Phosphatidylinositol-3,4,5-trisphosphate 5-phosphatase 1 activator",CHEMBL3989954,CHEMBL1781870
AGONIST,Cannabinoid CB2 receptor agonist,CHEMBL2019090,CHEMBL253
POSITIVE ALLOSTERIC MODULATOR,Muscarinic acetylcholine receptor M1 positive allosteric modulator,CHEMBL4594351,CHEMBL216
BINDING AGENT,Lymphocyte differentiation antigen CD38 binding agent,CHEMBL4297833,CHEMBL4660
INHIBITOR,Cathepsin K inhibitor,CHEMBL371064,CHEMBL268
INHIBITOR,Tissue factor pathway inhibitor inhibitor,CHEMBL4297904,CHEMBL3713062
INHIBITOR,Inosine-5'-monophosphate dehydrogenase (IMPDH) inhibitor,CHEMBL3349001,CHEMBL2111369
INHIBITOR,Matrix metalloproteinase 9 inhibitor,CHEMBL4297352,CHEMBL321
INHIBITOR,Matrix metalloproteinase 12 inhibitor,CHEMBL4297352,CHEMBL4393
INHIBITOR,Enoyl-[acyl-carrier-protein] reductase (FabI) inhibitor,CHEMBL4297501,CHEMBL3994
INHIBITOR,Enoyl-[acyl-carrier-protein] reductase (FabI) inhibitor,CHEMBL1652621,CHEMBL3994
INHIBITOR,Enoyl-[acyl-carrier-protein] reductase [NADH] inhibitor,CHEMBL1652621,CHEMBL4630896
INHIBITOR,Monoglyceride lipase inhibitor,CHEMBL3945728,CHEMBL4191
INHIBITOR,Angiopoietin-2 inhibitor,CHEMBL4594470,CHEMBL3580489
INHIBITOR,Kinesin-like protein 1 inhibitor,CHEMBL228814,CHEMBL4581
INHIBITOR,Interleukin-33 inhibitor,CHEMBL4594594,CHEMBL4630890
AGONIST,Glucose-dependent insulinotropic receptor agonist,CHEMBL3260505,CHEMBL5652
INHIBITOR,Lymphocyte activation gene 3 protein inhibitor,CHEMBL4297784,CHEMBL4630881
POSITIVE ALLOSTERIC MODULATOR,Muscarinic acetylcholine receptor M1 positive allosteric modulator,CHEMBL4078588,CHEMBL216
PARTIAL AGONIST,Beta-1 adrenergic receptor partial agonist,CHEMBL75753,CHEMBL213
INHIBITOR,Nitric oxide synthase inhibitor,CHEMBL256147,CHEMBL4630725
INHIBITOR,Nitric oxide synthase inhibitor,CHEMBL1256175,CHEMBL4630725
ANTAGONIST,CD40 ligand antagonist,CHEMBL4594331,CHEMBL3580491
ANTAGONIST,Serotonin 3 (5-HT3) receptor antagonist,CHEMBL56564,CHEMBL2094132
INHIBITOR,Acetyl-CoA carboxylase inhibitor,CHEMBL3989947,CHEMBL3885507
DISRUPTING AGENT,Peptidoglycan disrupting agent,CHEMBL4297166,CHEMBL3041361
ANTISENSE INHIBITOR,Ribonucleotide reductase small subunit mRNA antisense inhibitor,CHEMBL4297763,CHEMBL4630580
INHIBITOR,Histone deacetylase inhibitor,CHEMBL2103863,CHEMBL2093865
ANTAGONIST,Gonadotropin-releasing hormone receptor antagonist,CHEMBL262747,CHEMBL1855
ANTAGONIST,Glucagon receptor antagonist,CHEMBL3707351,CHEMBL1985
INHIBITOR,Heat shock protein HSP90 inhibitor,CHEMBL1214827,CHEMBL2095165
INHIBITOR,Arachidonate 5-lipoxygenase inhibitor,CHEMBL4297416,CHEMBL215
INVERSE AGONIST,Ghrelin receptor inverse agonist,CHEMBL3287218,CHEMBL4616
INHIBITOR,Plasma kallikrein inhibitor,CHEMBL4297502,CHEMBL2000
DISRUPTING AGENT,Tubulin disrupting agent,CHEMBL4594455,CHEMBL2095182
BINDING AGENT,Ectonucleotide pyrophosphatase/phosphodiesterase family member 3 binding agent,CHEMBL4594455,CHEMBL5580
INHIBITOR,Lysine-specific histone demethylase 1 inhibitor,CHEMBL4297289,CHEMBL6136
AGONIST,Beta-2 adrenergic receptor agonist,CHEMBL160519,CHEMBL210
ANTISENSE INHIBITOR,Heat shock protein beta-1 (HSP27) mRNA antisense inhibitor,CHEMBL3039553,CHEMBL4622823
INHIBITOR,Beta-1 adrenergic receptor inhibitor,CHEMBL6995,CHEMBL213
INHIBITOR,Tyrosine-protein kinase SYK inhibitor,CHEMBL3986824,CHEMBL2599
INHIBITOR,Renin inhibitor,CHEMBL3990145,CHEMBL286
ANTAGONIST,Killer cell immunoglobulin-like receptor 3DL2 antagonist,CHEMBL4297998,CHEMBL4630895
INHIBITOR,Angiopoietin-2 inhibitor,CHEMBL4297750,CHEMBL3580489
INHIBITOR,Vascular endothelial growth factor A inhibitor,CHEMBL4297750,CHEMBL1783
INHIBITOR,Complement C3 inhibitor,CHEMBL4298211,CHEMBL4917
INHIBITOR,Microsomal triglyceride transfer protein inhibitor,CHEMBL4297326,CHEMBL2364681
INHIBITOR,Coagulation factor X inhibitor,CHEMBL46618,CHEMBL244
ANTAGONIST,Thymidylate synthase antagonist,CHEMBL320775,CHEMBL1952
INHIBITOR,Poly [ADP-ribose] polymerase-1 inhibitor,CHEMBL4112930,CHEMBL3105
INHIBITOR,Poly [ADP-ribose] polymerase 2 inhibitor,CHEMBL4112930,CHEMBL5366
INHIBITOR,Fibroblast growth factor receptor inhibitor,CHEMBL3701238,CHEMBL2095217
INHIBITOR,"1-deoxy-D-xylulose 5-phosphate reductoisomerase, apicoplastic inhibitor",CHEMBL203125,CHEMBL4295619
AGONIST,Glucagon-like peptide 1 receptor agonist,CHEMBL4297576,CHEMBL1784
AGONIST,Glucagon receptor agonist,CHEMBL4297576,CHEMBL1985
PARTIAL AGONIST,Dopamine D1 receptor partial agonist,CHEMBL3697617,CHEMBL2056
PARTIAL AGONIST,Dopamine D5 receptor partial agonist,CHEMBL3697617,CHEMBL1850
STABILISER,Tubulin stabiliser,CHEMBL94657,CHEMBL2095182
INHIBITOR,Reverse transcriptase inhibitor,CHEMBL515564,CHEMBL1681630
INHIBITOR,Human immunodeficiency virus type 1 reverse transcriptase inhibitor,CHEMBL458876,CHEMBL247
INHIBITOR,Reverse transcriptase inhibitor,CHEMBL210651,CHEMBL1681630
INHIBITOR,Bacterial DNA gyrase inhibitor,CHEMBL1257096,CHEMBL2311224
INHIBITOR,Topoisomerase IV inhibitor,CHEMBL1257096,CHEMBL2363076
ANTISENSE INHIBITOR,p53 mRNA antisense inhibitor,CHEMBL2219776,CHEMBL4622827
ANTISENSE INHIBITOR,Protein kinase C alpha mRNA 3'UTR antisense inhibitor,CHEMBL2108985,CHEMBL4622824
RNAI INHIBITOR,VEGF-A mRNA RNAi inhibitor,CHEMBL2103797,CHEMBL4630576
INHIBITOR,microRNA-155 inhibitor,CHEMBL3989994,CHEMBL4630577
ANTISENSE INHIBITOR,STAT-3 mRNA 3'UTR antisense inhibitor,CHEMBL4297244,CHEMBL4622829
INHIBITOR,E2F inhibitor,CHEMBL2108316,CHEMBL4630726
ANTISENSE INHIBITOR,Bcl-2 mRNA antisense inhibitor,CHEMBL2109229,CHEMBL4622828
POSITIVE MODULATOR,Dystrophin pre-mRNA positive modulator,CHEMBL4298193,CHEMBL3826826
RNAI INHIBITOR,p53 mRNA RNAi inhibitor,CHEMBL4298179,CHEMBL4622827
ANTISENSE INHIBITOR,Angiopoietin like 3 (ANGPTL3) mRNA antisense inhibitor,CHEMBL4298198,CHEMBL4622825
INHIBITOR,Epidermal growth factor receptor erbB1 inhibitor,CHEMBL4761468,CHEMBL203
INHIBITOR,MAP kinase-interacting serine/threonine-protein kinase 1/2 inhibitor,CHEMBL4073443,CHEMBL3883293
INHIBITOR,Ribonucleotide reductase inhibitor,CHEMBL231616,CHEMBL3301398
AGONIST,Beta-2 adrenergic receptor agonist,CHEMBL1159717,CHEMBL210
ANTAGONIST,Selectin E antagonist,CHEMBL3989971,CHEMBL3890
ANTAGONIST,Human immunodeficiency virus type 1 Tat protein antagonist,CHEMBL2360841,CHEMBL4011
BINDING AGENT,Carcinoembryonic antigen-related cell adhesion molecule 5 binding agent,CHEMBL4298098,CHEMBL3712881
INHIBITOR,Tubulin inhibitor,CHEMBL4298098,CHEMBL2095182
INHIBITOR,Vascular endothelial growth factor A inhibitor,CHEMBL4297684,CHEMBL1783
ANTAGONIST,Neurokinin 2 receptor antagonist,CHEMBL308148,CHEMBL2327
AGONIST,Hydroxycarboxylic acid receptor 2 agonist,CHEMBL2036958,CHEMBL3785
AGONIST,Prostanoid EP2 receptor agonist,CHEMBL2105710,CHEMBL1881
AGONIST,Ghrelin receptor agonist,CHEMBL4297525,CHEMBL4616
INHIBITOR,Histone deacetylase 6 inhibitor,CHEMBL2364628,CHEMBL1865
INHIBITOR,Cathepsin S inhibitor,CHEMBL4297638,CHEMBL2954
INHIBITOR,PI3-kinase p110-delta subunit inhibitor,CHEMBL4297615,CHEMBL3130
ANTAGONIST,Serotonin 4 (5-HT4) receptor antagonist,CHEMBL356359,CHEMBL1875
ANTAGONIST,Angiotensin II type 2 (AT-2) receptor antagonist,CHEMBL34124,CHEMBL4607
INHIBITOR,Receptor-type tyrosine-protein phosphatase beta inhibitor,CHEMBL3931971,CHEMBL2706
RNAI INHIBITOR,Antithrombin mRNA RNAi inhibitor,CHEMBL4297754,CHEMBL4634874
HYDROLYTIC ENZYME,Peptidoglycan hydrolytic enzyme,CHEMBL4297925,CHEMBL4632350
INHIBITOR,Epidermal growth factor receptor erbB1 inhibitor,CHEMBL4297866,CHEMBL203
INHIBITOR,Sialic acid-binding Ig-like lectin 8 inhibitor,CHEMBL4297878,CHEMBL4630877
ANTISENSE INHIBITOR,Intercellular adhesion molecule-1 mRNA 3'UTR antisense inhibitor,CHEMBL2108326,CHEMBL4622822
ANTAGONIST,Calcitonin gene-related peptide type 1 receptor antagonist,CHEMBL3991065,CHEMBL3798
INHIBITOR,Norepinephrine transporter inhibitor,CHEMBL4297646,CHEMBL222
ANTAGONIST,Platelet glycoprotein Ib alpha chain antagonist,CHEMBL4297694,CHEMBL4630891
INHIBITOR,Aldose reductase inhibitor,CHEMBL4297455,CHEMBL1900
ANTAGONIST,Integrin alpha-5/beta-1 antagonist,CHEMBL4297456,CHEMBL2095226
ANTAGONIST,Integrin alpha-V/beta-3 antagonist,CHEMBL4297456,CHEMBL1907598
ANTAGONIST,Glucagon-like peptide 1 receptor antagonist,CHEMBL4297949,CHEMBL1784
AGONIST,FGF1/KLB agonist,CHEMBL4297909,CHEMBL4630720
ANTAGONIST,Calcitonin gene-related peptide type 1 receptor antagonist,CHEMBL3334624,CHEMBL3798
SEQUESTERING AGENT,Cyanide sequestering agent,CHEMBL3833337,CHEMBL4632347
ACTIVATOR,Hexokinase type IV activator,CHEMBL4297508,CHEMBL3820
ANTAGONIST,IgG receptor FcRn large subunit p51 antagonist,CHEMBL4297551,CHEMBL5966
AGONIST,Granulocyte colony stimulating factor receptor agonist,CHEMBL4297800,CHEMBL1996
INHIBITOR,FAD-dependent decaprenylphosphoryl-beta-D-ribofuranose 2-oxidase inhibitor,CHEMBL3109802,CHEMBL3804751
AGONIST,Motilin receptor agonist,CHEMBL2110756,CHEMBL2203
AGONIST,Granulocyte colony stimulating factor receptor agonist,CHEMBL2109128,CHEMBL1996
INHIBITOR,PI3-kinase p110-delta subunit inhibitor,CHEMBL2216859,CHEMBL3130
NEGATIVE ALLOSTERIC MODULATOR,Acetyl-CoA carboxylase negative allosteric modulator,CHEMBL3407547,CHEMBL3885507
INHIBITOR,Heat shock protein HSP90 inhibitor,CHEMBL1195136,CHEMBL2095165
ANTISENSE INHIBITOR,H-Ras mRNA 5'UTR antisense inhibitor,CHEMBL4594562,CHEMBL4627244
ANTAGONIST,Nociceptin receptor antagonist,CHEMBL3304244,CHEMBL2014
AGONIST,Aryl hydrocarbon receptor agonist,CHEMBL259571,CHEMBL3201
INHIBITOR,Aldose reductase inhibitor,CHEMBL266497,CHEMBL1900
INHIBITOR,Monoamine transporter inhibitor,CHEMBL3301621,CHEMBL2363064
BINDING AGENT,Programmed cell death 1 ligand 1 binding agent,CHEMBL4297563,CHEMBL3580522
INHIBITOR,Programmed cell death protein 1 inhibitor,CHEMBL4297856,CHEMBL3307223
INHIBITOR,Epidermal growth factor receptor erbB1 inhibitor,CHEMBL4297865,CHEMBL203
INHIBITOR,Aminopeptidase A inhibitor,CHEMBL4297511,CHEMBL3439
INHIBITOR,Bacterial penicillin-binding protein inhibitor,CHEMBL1257070,CHEMBL2354204
DISRUPTING AGENT,DNA disrupting agent,CHEMBL1130,CHEMBL2311221
DISRUPTING AGENT,RNA disrupting agent,CHEMBL1130,CHEMBL2311222
INHIBITOR,Thymidylate synthase inhibitor,CHEMBL1130,CHEMBL1952
INHIBITOR,Epidermal growth factor receptor erbB1 inhibitor,CHEMBL3989970,CHEMBL203
INHIBITOR,Epidermal growth factor receptor erbB1 inhibitor,CHEMBL3989970,CHEMBL203
INHIBITOR,Epidermal growth factor receptor erbB1 inhibitor,CHEMBL3989970,CHEMBL203
DISRUPTING AGENT,DNA disrupting agent,CHEMBL2111086,CHEMBL2311221
BINDING AGENT,Asialoglycoprotein receptor 1 binding agent,CHEMBL4298198,CHEMBL2084
INHIBITOR,RNA-directed RNA polymerase inhibitor,CHEMBL1209734,CHEMBL4296320
INHIBITOR,Kinesin-like protein 1 inhibitor,CHEMBL1829433,CHEMBL4581
BINDING AGENT,Tumor necrosis factor ligand superfamily member 6 binding agent,CHEMBL4297886,CHEMBL5714
INHIBITOR,Sodium/potassium-transporting ATPase inhibitor,CHEMBL2093999,CHEMBL2095186
ACTIVATOR,Sarcoplasmic/endoplasmic reticulum calcium ATPase 2 activator,CHEMBL2093999,CHEMBL3901
INHIBITOR,E2F inhibitor,CHEMBL2109058,CHEMBL4630726
INHIBITOR,Serotonin transporter inhibitor,CHEMBL6067650,CHEMBL228
INHIBITOR,Caspase-1 inhibitor,CHEMBL2107819,CHEMBL4801
AGONIST,Vanilloid receptor agonist,CHEMBL313971,CHEMBL4794
INHIBITOR,FK506-binding protein 1A inhibitor,CHEMBL219410,CHEMBL1902
POSITIVE ALLOSTERIC MODULATOR,GABA-A receptor; agonist GABA site positive allosteric modulator,CHEMBL135400,CHEMBL2109244
DISRUPTING AGENT,DNA disrupting agent,CHEMBL1231529,CHEMBL2311221
DISRUPTING AGENT,RNA disrupting agent,CHEMBL1231529,CHEMBL2311222
DISRUPTING AGENT,DNA disrupting agent,CHEMBL4297253,CHEMBL2311221
DISRUPTING AGENT,DNA disrupting agent,CHEMBL55400,CHEMBL2311221
BINDING AGENT,Interleukin-6 binding agent,CHEMBL4297732,CHEMBL1795129
INHIBITOR,Dopamine beta-hydroxylase inhibitor,CHEMBL4594440,CHEMBL3102
BINDING AGENT,Atrial natriuretic peptide receptor B binding agent,CHEMBL3707276,CHEMBL1795
INHIBITOR,Glucagon receptor inhibitor,CHEMBL4298213,CHEMBL1985
INHIBITOR,Oncostatin-M-specific receptor subunit beta inhibitor,CHEMBL4594341,CHEMBL4630885
BINDING AGENT,Toxin A binding agent,CHEMBL2108655,CHEMBL3580504
BINDING AGENT,Toxin B binding agent,CHEMBL2108655,CHEMBL3580505
BINDING AGENT,Toxin A binding agent,CHEMBL2108872,CHEMBL3580504
BINDING AGENT,Toxin B binding agent,CHEMBL2108872,CHEMBL3580505
CROSS-LINKING AGENT,DNA cross-linking agent,CHEMBL16498,CHEMBL2311221
HYDROLYTIC ENZYME,Oxalate hydrolytic enzyme,CHEMBL4297818,CHEMBL4632341
SEQUESTERING AGENT,Iron sequestering agent,CHEMBL1092665,CHEMBL2363058
INHIBITOR,Dihydroorotate dehydrogenase inhibitor,CHEMBL197194,CHEMBL1966
AGONIST,Somatostatin receptor 2 agonist,CHEMBL3989911,CHEMBL1804
AGONIST,Somatostatin receptor 4 agonist,CHEMBL3989911,CHEMBL1853
AGONIST,Somatostatin receptor 5 agonist,CHEMBL3989911,CHEMBL1792
BINDING AGENT,Asialoglycoprotein receptor 1 binding agent,CHEMBL4298197,CHEMBL2084
INHIBITOR,"Serine/threonine protein phosphatase 2B catalytic subunit, alpha isoform inhibitor",CHEMBL5314379,CHEMBL4445
INHIBITOR,Tyrosine-protein kinase BTK inhibitor,CHEMBL4297640,CHEMBL5251
INHIBITOR,Serine/threonine-protein kinase AKT inhibitor,CHEMBL4650277,CHEMBL2111353
INHIBITOR,Ribosomal protein S6 kinase (P70S6K) inhibitor,CHEMBL4650277,CHEMBL2111330
INHIBITOR,p90RSK inhibitor,CHEMBL4650277,CHEMBL4630724
INHIBITOR,GTPase KRas inhibitor,CHEMBL4535757,CHEMBL2189121
INHIBITOR,"Interleukin-8 receptors, CXCR1/CXCR2 inhibitor",CHEMBL4297480,CHEMBL2096909
INHIBITOR,Galectin-1 inhibitor,CHEMBL4297960,CHEMBL4915
INHIBITOR,Galectin-3 inhibitor,CHEMBL4297960,CHEMBL4531
INHIBITOR,Menin/Histone-lysine N-methyltransferase MLL inhibitor,CHEMBL4650278,CHEMBL2093861
INHIBITOR,Interferon beta inhibitor,CHEMBL4297808,CHEMBL4630876
INHIBITOR,RNA-directed RNA polymerase inhibitor,CHEMBL550936,CHEMBL4296320
INHIBITOR,Fibroblast growth factor receptor 1 inhibitor,CHEMBL3686884,CHEMBL3650
INVERSE AGONIST,Histamine H3 receptor inverse agonist,CHEMBL4297328,CHEMBL264
ANTAGONIST,Histamine H3 receptor antagonist,CHEMBL1767164,CHEMBL264
ANTAGONIST,Histamine H1 receptor antagonist,CHEMBL1767164,CHEMBL231
INHIBITOR,Epidermal growth factor receptor erbB1 inhibitor,CHEMBL3678958,CHEMBL203
INHIBITOR,Glycine transporter 1 inhibitor,CHEMBL4228124,CHEMBL2337
INHIBITOR,Coagulation factor X inhibitor,CHEMBL3707365,CHEMBL244
ANTISENSE INHIBITOR,Insulin receptor substrate 1 mRNA antisense inhibitor,CHEMBL2108296,CHEMBL4622821
BINDING AGENT,Prolow-density lipoprotein receptor-related protein 1 binding agent,CHEMBL1089636,CHEMBL4630884
INHIBITOR,Tubulin inhibitor,CHEMBL1089636,CHEMBL2095182
ACTIVATOR,Soluble guanylate cyclase activator,CHEMBL2107729,CHEMBL2111348
INHIBITOR,Complement factor D inhibitor,CHEMBL4250860,CHEMBL2176771
INHIBITOR,Envelope protein inhibitor,CHEMBL4297679,CHEMBL4105927
ANTAGONIST,C-X-C chemokine receptor type 4 antagonist,CHEMBL518924,CHEMBL2107
INHIBITOR,Tyrosine-protein kinase receptor FLT3 inhibitor,CHEMBL3678958,CHEMBL1974
INHIBITOR,DNA polymerase/reverse transcriptase inhibitor,CHEMBL483,CHEMBL2362994
INHIBITOR,Tyrosine-protein kinase ABL inhibitor,CHEMBL3678958,CHEMBL1862
ANTAGONIST,Androgen Receptor antagonist,CHEMBL4650276,CHEMBL1871
INHIBITOR,Programmed cell death protein 1 inhibitor,CHEMBL4650472,CHEMBL3307223
INHIBITOR,ALK tyrosine kinase receptor inhibitor,CHEMBL4650298,CHEMBL4247
INHIBITOR,EML4-ALK inhibitor,CHEMBL4650298,CHEMBL3883330
INHIBITOR,Hepatocyte growth factor receptor inhibitor,CHEMBL3984441,CHEMBL3717
INHIBITOR,Vascular endothelial growth factor receptor 2 inhibitor,CHEMBL3984441,CHEMBL279
INHIBITOR,Proto-oncogene tyrosine-protein kinase MER inhibitor,CHEMBL3984441,CHEMBL5331
INHIBITOR,Tyrosine-protein kinase receptor FLT3 inhibitor,CHEMBL3984441,CHEMBL1974
INHIBITOR,Serine-protein kinase ATR inhibitor,CHEMBL4650286,CHEMBL5024
INHIBITOR,Mitogen-activated protein kinase; ERK1/ERK2 inhibitor,CHEMBL4650285,CHEMBL1907606
BINDING AGENT,Tyrosine-protein kinase receptor FLT3 binding agent,CHEMBL4650295,CHEMBL1974
INHIBITOR,Tumour suppressor p53/oncoprotein Mdm2 inhibitor,CHEMBL4091801,CHEMBL1907611
BINDING AGENT,Fibroblast growth factor receptor 2 binding agent,CHEMBL4650293,CHEMBL4142
INHIBITOR,Tubulin inhibitor,CHEMBL4650293,CHEMBL2095182
INHIBITOR,Mitogen-activated protein kinase; ERK1/ERK2 inhibitor,CHEMBL4650280,CHEMBL1907606
INHIBITOR,Tyrosine-protein kinase JAK1 inhibitor,CHEMBL4577523,CHEMBL2835
INHIBITOR,Isocitrate dehydrogenase [NADP] cytoplasmic inhibitor,CHEMBL4206033,CHEMBL2007625
INHIBITOR,Isocitrate dehydrogenase [NADP] cytoplasmic inhibitor,CHEMBL4206033,CHEMBL2007625
INHIBITOR,Isocitrate dehydrogenase [NADP] cytoplasmic inhibitor,CHEMBL4206033,CHEMBL2007625
INHIBITOR,Isocitrate dehydrogenase [NADP] cytoplasmic inhibitor,CHEMBL4206033,CHEMBL2007625
NEGATIVE ALLOSTERIC MODULATOR,Receptor protein-tyrosine kinase erbB-2 negative allosteric modulator,CHEMBL4650279,CHEMBL1824
NEGATIVE ALLOSTERIC MODULATOR,Epidermal growth factor receptor erbB1 negative allosteric modulator,CHEMBL4650279,CHEMBL203
INHIBITOR,Tyrosine-protein kinase receptor RET inhibitor,CHEMBL4650296,CHEMBL2041
INHIBITOR,RAF serine/threonine protein kinase inhibitor,CHEMBL3977543,CHEMBL3559685
AGONIST,Tyrosine-protein kinase receptor FLT3 agonist,CHEMBL4650387,CHEMBL1974
INHIBITOR,Receptor tyrosine-protein kinase erbB-3 inhibitor,CHEMBL4650292,CHEMBL5838
INHIBITOR,Focal adhesion kinase 1 inhibitor,CHEMBL3899477,CHEMBL2695
INHIBITOR,Insulin-like growth factor I receptor inhibitor,CHEMBL3899477,CHEMBL1957
INHIBITOR,ALK tyrosine kinase receptor inhibitor,CHEMBL3899477,CHEMBL4247
INHIBITOR,Protein tyrosine kinase 2 beta inhibitor,CHEMBL3899477,CHEMBL5469
INHIBITOR,Isocitrate dehydrogenase [NADP] cytoplasmic inhibitor,CHEMBL4650282,CHEMBL2007625
INHIBITOR,Isocitrate dehydrogenase [NADP] cytoplasmic inhibitor,CHEMBL4650282,CHEMBL2007625
AGONIST,Glucagon receptor agonist,CHEMBL4650274,CHEMBL1985
AGONIST,Estrogen receptor agonist,CHEMBL6068423,CHEMBL2093866
INHIBITOR,Cyclin-dependent kinase 6 inhibitor,CHEMBL4650272,CHEMBL2508
AGONIST,Melanocortin receptor 4 agonist,CHEMBL4650273,CHEMBL259
RNAI INHIBITOR,Hydroxyacid oxidase 1 mRNA RNAi inhibitor,CHEMBL4650275,CHEMBL4524134
INHIBITOR,Bacterial penicillin-binding protein inhibitor,CHEMBL2107486,CHEMBL2354204
INHIBITOR,Neprilysin inhibitor,CHEMBL3187812,CHEMBL1944
INHIBITOR,DNA polymerase/reverse transcriptase inhibitor,CHEMBL38700,CHEMBL2362994
INHIBITOR,Gastric lipase inhibitor,CHEMBL2103825,CHEMBL1796
INHIBITOR,Helicase/primase inhibitor,CHEMBL4069597,CHEMBL4630722
BLOCKER,Voltage-gated N-type calcium channel alpha-1B subunit blocker,CHEMBL4594214,CHEMBL4478
INHIBITOR,Dihydropyrimidine dehydrogenase inhibitor,CHEMBL1730601,CHEMBL3172
HYDROLYTIC ENZYME,Dermatan sulfate hydrolytic enzyme,CHEMBL4594565,CHEMBL2364179
HYDROLYTIC ENZYME,Hyaluronic acid hydrolytic enzyme,CHEMBL1201718,CHEMBL4495554
HYDROLYTIC ENZYME,Biofilm hydrolytic enzyme,CHEMBL4297925,CHEMBL4632349
BINDING AGENT,Transferrin receptor binding agent,CHEMBL4594565,CHEMBL3988361
INHIBITOR,Endothelial PAS domain-containing protein 1 inhibitor,CHEMBL4585668,CHEMBL1744522
INHIBITOR,Fibroblast growth factor receptor 2 inhibitor,CHEMBL3686884,CHEMBL4142
INHIBITOR,Fibroblast growth factor receptor 3 inhibitor,CHEMBL3686884,CHEMBL2742
INHIBITOR,Fibroblast growth factor receptor 2 inhibitor,CHEMBL3907479,CHEMBL4142
INHIBITOR,Fibroblast growth factor receptor 3 inhibitor,CHEMBL3907479,CHEMBL2742
INHIBITOR,Isocitrate dehydrogenase [NADP] cytoplasmic inhibitor,CHEMBL4167360,CHEMBL2007625
INHIBITOR,Norepinephrine transporter inhibitor,CHEMBL2106483,CHEMBL222
HYDROLYTIC ENZYME,Heparan sulfate hydrolytic enzyme,CHEMBL4594565,CHEMBL2364677
HYDROLYTIC ENZYME,Heparan sulfate hydrolytic enzyme,CHEMBL4297988,CHEMBL2364677
CROSS-LINKING AGENT,DNA cross-linking agent,CHEMBL4297403,CHEMBL2311221
BINDING AGENT,T cell surface glycoprotein CD3 binding agent,CHEMBL3990038,CHEMBL2364168
INHIBITOR,Triggering receptor expressed on myeloid cells 1 inhibitor,CHEMBL4297793,CHEMBL1697674
INHIBITOR,Mannan-binding lectin serine protease 2 inhibitor,CHEMBL4298195,CHEMBL4295646
INHIBITOR,Norepinephrine transporter inhibitor,CHEMBL4298139,CHEMBL222
