ensembl_id,efo_id_norm,target_name,disease_name,phase,label,overall_score,literature,somatic_mutation,clinical,affected_pathway,rna_expression,genetic_association,genetic_literature,animal_model
ENSG00000000938,MONDO_0016586,FGR,systemic mastocytosis,2,0,0.0739159709369403,0.0,0.0,0.1215861595223242,0.0,0.0,0.0,0.0,0.0
ENSG00000000938,MONDO_0021063,FGR,malignant colon neoplasm,2,0,0.0739159709369403,0.0,0.0,0.1215861595223242,0.0,0.0,0.0,0.0,0.0
ENSG00000000938,MONDO_0021063,FGR,malignant colon neoplasm,2,0,0.0739159709369403,0.0,0.0,0.1215861595223242,0.0,0.0,0.0,0.0,0.0
ENSG00000000938,MONDO_0100096,FGR,COVID-19,2,0,0.074285550791625,0.0121586159522324,0.0,0.1215861595223242,0.0,0.0,0.0,0.0,0.0
ENSG00000000938,MONDO_0100342,FGR,malignant glioma,2,0,0.1042933817706079,0.030396539880581,0.0,0.1700348666986503,0.0,0.0,0.0,0.0,0.0
ENSG00000000938,MONDO_0810000,FGR,choroidal neovascularization,2,0,0.0739159709369403,0.0,0.0,0.1215861595223242,0.0,0.0,0.0,0.0,0.0
ENSG00000001626,EFO_0000341,CFTR,chronic obstructive pulmonary disease,2,0,0.7661618950584104,0.9351444425180516,0.0,0.1861996825100271,0.0,0.0,0.8727644110618276,0.9066612367713316,0.5364412862802979
ENSG00000001626,EFO_0000555,CFTR,irritable bowel syndrome,2,0,0.0760122073404978,0.0689629942023982,0.0,0.1215861595223242,0.0,0.0,0.0,0.0,0.0
ENSG00000001626,EFO_0001421,CFTR,liver disease,1,0,0.076954195007713,0.3120944192782588,0.0,0.0827461363415817,0.0,0.0,0.0,0.0,0.4948092089602771
ENSG00000001626,EFO_0006505,CFTR,chronic bronchitis,2,0,0.0908039614052428,0.5555892392571768,0.0,0.1215861595223242,0.0,0.0,0.0,0.0,0.0
ENSG00000001626,EFO_0010282,CFTR,gastrointestinal disease,2,0,0.601711134849062,0.939755108677484,0.0,0.1666574733785857,0.0,0.0,0.5787137078624066,0.7599134970145264,0.613141612598813
ENSG00000001626,HP_0001657,CFTR,Prolonged QT interval,2,0,0.0923949636711754,0.0,0.0,0.1519826994029052,0.0,0.0,0.0,0.0,0.0
ENSG00000001626,HP_0002014,CFTR,Diarrhea,4,1,0.5500279286947986,0.0934596801899198,0.0,0.8778890335301173,0.0,0.0,0.0,0.0,0.495765241282981
ENSG00000001626,HP_0005208,CFTR,Secretory diarrhea,2,0,0.0766977517536725,0.0915163642855732,0.0,0.1215861595223242,0.0,0.0,0.0,0.0,0.0
ENSG00000001626,MONDO_0004822,CFTR,bronchiectasis,2,0,0.7598370238090004,0.2657745459351073,0.0,0.1231059865163532,0.0,0.0,0.8696169482683951,0.9066612367713316,0.5364412862802979
ENSG00000001626,MONDO_0007254,CFTR,breast cancer,2,0,0.0823700279287199,0.2781256361741504,0.0,0.1215861595223242,0.0,0.0,0.0,0.0,0.0
ENSG00000001626,MONDO_0016575,CFTR,primary ciliary dyskinesia,2,0,0.0978496197845098,0.261499778636084,0.0,0.1215861595223242,0.0,0.0,0.0,0.0,0.6237377422394428
ENSG00000001626,MONDO_0019171,CFTR,familial long QT syndrome,2,0,0.0934523726998566,0.0347871511966649,0.0,0.1519826994029052,0.0,0.0,0.0,0.0,0.0
ENSG00000001626,MONDO_0100192,CFTR,liver failure,1,0,0.0381539869426581,0.0393466321787521,0.0,0.0607930797611621,0.0,0.0,0.0,0.0,0.0
ENSG00000002549,EFO_0000198,LAP3,myelodysplastic syndrome,2,0,0.1008247208427858,0.1422304761912188,0.0,0.1587374860430344,0.0,0.0,0.0,0.0,0.0
ENSG00000002549,EFO_0000222,LAP3,acute myeloid leukemia,2,0,0.1236956432453518,0.6835620075300426,0.0,0.1692918401682361,0.0,0.0,0.0,0.0,0.0
ENSG00000002549,EFO_0000616,LAP3,neoplasm,1,0,0.1489517455337413,0.959775295867987,0.0,0.182584649511572,0.0,0.0,0.0533742442809377,0.0,0.0
ENSG00000002549,MONDO_0015667,LAP3,acute myeloid leukemia by FAB classification,2,0,0.0809373615416646,0.2309930877760831,0.0,0.1215861595223242,0.0,0.0,0.0,0.0,0.0
ENSG00000003400,EFO_0001421,CASP10,liver disease,1,0,0.1180285432475142,0.2652753115475131,0.0,0.1808842257914006,0.0,0.0,0.0,0.0,0.0
ENSG00000003400,EFO_0001422,CASP10,cirrhosis of liver,2,0,0.1084479726426177,0.1059454510571052,0.0,0.1730914076533087,0.0,0.0,0.0,0.0,0.0
ENSG00000003400,EFO_0004220,CASP10,chronic hepatitis C virus infection,2,0,0.0739159709369403,0.0,0.0,0.1215861595223242,0.0,0.0,0.0,0.0,0.0
ENSG00000003400,EFO_0010282,CASP10,gastrointestinal disease,1,0,0.5661324682027682,0.3016464330679017,0.6839221473130737,0.1818341176626687,0.0,0.0,0.5466423361962298,0.607930797611621,0.0
ENSG00000003400,EFO_1001345,CASP10,"Hepatitis, Alcoholic",2,0,0.0369579854684701,0.0,0.0,0.0607930797611621,0.0,0.0,0.0,0.0,0.0
ENSG00000003400,HP_0001395,CASP10,Hepatic fibrosis,2,0,0.0923949636711754,0.0,0.0,0.1519826994029052,0.0,0.0,0.0,0.0,0.0
ENSG00000003400,MONDO_0100096,CASP10,COVID-19,1,0,0.0379743300688531,0.0334361938686391,0.0,0.0607930797611621,0.0,0.0,0.0,0.0,0.0
ENSG00000003436,MONDO_0010602,TFPI,hemophilia A,4,1,0.5592061867423781,0.169702191869199,0.0,0.9113666053374706,0.0,0.0,0.0,0.0,0.0
ENSG00000003436,MONDO_0010604,TFPI,hemophilia B,4,1,0.5504521025327836,0.0692483839379437,0.0,0.9019894919340176,0.0,0.0,0.0,0.0,0.0
ENSG00000003436,MONDO_0015719,TFPI,severe hemophilia A,1,0,0.0369579854684701,0.0,0.0,0.0607930797611621,0.0,0.0,0.0,0.0,0.0
ENSG00000003436,MONDO_0018660,TFPI,hemophilia,4,1,0.589743268151465,0.1884449444944623,0.0,0.9606606478488454,0.0,0.0,0.0,0.0,0.0
ENSG00000003436,MP_0001914,TFPI,hemorrhage,4,1,0.5299999943923557,0.0264078383695848,0.0,0.8704893543134401,0.0,0.0,0.0,0.0,0.0
ENSG00000004468,EFO_0000095,CD38,chronic lymphocytic leukemia,2,0,0.1398269170931195,0.9496803479914486,0.0,0.1587374860430344,0.0,0.0172899007924173,0.0,0.0,0.0
ENSG00000004468,EFO_0000198,CD38,myelodysplastic syndrome,2,0,0.1043666803652286,0.4107382648430353,0.0,0.1511383510728891,0.0,0.0,0.0,0.0,0.0
ENSG00000004468,EFO_0000203,CD38,monoclonal gammopathy,2,0,0.1103295368675165,0.3198287559990293,0.0,0.1654922726831635,0.0,0.0,0.0,0.0,0.0
ENSG00000004468,EFO_0000209,CD38,T-cell acute lymphoblastic leukemia,2,0,0.1065322420782591,0.1189121745384382,0.0,0.1692918401682361,0.0,0.0,0.0,0.0,0.0
ENSG00000004468,EFO_0000220,CD38,acute lymphoblastic leukemia,2,0,0.1456653356386633,0.9621083664013024,0.0,0.1887469720983483,0.0,0.0,0.0,0.0,0.0
ENSG00000004468,EFO_0000222,CD38,acute myeloid leukemia,2,0,0.1385566631566726,0.9583602219928952,0.0,0.1131426762221628,0.0,0.0,0.0,0.0,0.3580864380631851
ENSG00000004468,EFO_0000403,CD38,diffuse large B-cell lymphoma,2,0,0.0499714456587064,0.2761403778079311,0.0,0.0683922147313073,0.0,0.0,0.0,0.0,0.0
ENSG00000004468,EFO_0000565,CD38,leukemia,2,0,0.1538519701985589,0.9810486562413324,0.0,0.1920349056032445,0.0,0.0,0.0,0.0,0.3985357891609383
ENSG00000004468,EFO_0000574,CD38,lymphoma,2,0,0.6311251439476583,0.976548860107695,0.0,0.9797871363373944,0.0,0.0,0.0,0.0,0.429226162260365
ENSG00000004468,EFO_0003060,CD38,non-small cell lung carcinoma,2,0,0.0990214042651389,0.369982531620546,0.0,0.14438356443276,0.0,0.0,0.0,0.0,0.0
ENSG00000004468,EFO_0004194,CD38,IGA glomerulonephritis,2,0,0.0887595201854433,0.1843648291352269,0.0,0.1367844294626147,0.0,0.0,0.0,0.0,0.0
ENSG00000004468,EFO_0004254,CD38,membranous glomerulonephritis,2,0,0.0882782547342708,0.0165492272683163,0.0,0.14438356443276,0.0,0.0,0.0,0.0,0.0
ENSG00000004468,EFO_0004289,CD38,lymphoid leukemia,2,0,0.1459359132137035,0.96210845912186,0.0,0.1905272161824887,0.0,0.0,0.0,0.0,0.0
ENSG00000004468,EFO_0004991,CD38,Myasthenia gravis,2,0,0.0929493334532025,0.0182379239283486,0.0,0.1519826994029052,0.0,0.0,0.0,0.0,0.0
ENSG00000004468,EFO_0005140,CD38,autoimmune disease,1,0,0.2666623935407575,0.9478142849007328,0.0,0.372906455465975,0.0,0.0,0.0,0.0,0.8253998622391826
ENSG00000004468,EFO_0005558,CD38,hemolytic anemia,1,0,0.0369579854684701,0.0,0.0,0.0607930797611621,0.0,0.0,0.0,0.0,0.0
ENSG00000004468,EFO_0005761,CD38,lupus nephritis,2,0,0.0853601137983228,0.0725295215483864,0.0,0.1367844294626147,0.0,0.0,0.0,0.0,0.0
ENSG00000004468,EFO_0006475,CD38,plasma cell leukemia,2,0,0.0766488882633172,0.0899088296600097,0.0,0.1215861595223242,0.0,0.0,0.0,0.0,0.0
ENSG00000004468,EFO_0007160,CD38,autoimmune thrombocytopenic purpura,2,0,0.1165672281006478,0.158612827315467,0.0,0.1838135975485994,0.0,0.0,0.0,0.0,0.0
ENSG00000004468,EFO_0007355,CD38,male reproductive organ cancer,2,0,0.1157183811173157,0.7617613761582476,0.0,0.1519826994029052,0.0,0.0,0.0,0.0,0.0
ENSG00000004468,EFO_0009441,CD38,Waldenstrom macroglobulinemia,2,0,0.0949780413947911,0.084979334284883,0.0,0.1519826994029052,0.0,0.0,0.0,0.0,0.0
ENSG00000004468,EFO_0010673,CD38,cardiac transplant,2,0,0.0739159709369403,0.0,0.0,0.1215861595223242,0.0,0.0,0.0,0.0,0.0
ENSG00000004468,EFO_1001115,CD38,POEMS syndrome,2,0,0.0775790719327548,0.1205104597498836,0.0,0.1215861595223242,0.0,0.0,0.0,0.0,0.0
ENSG00000004468,EFO_1001264,CD38,"Anemia, Hemolytic, Autoimmune",2,0,0.0749496052937749,0.0340050005986017,0.0,0.1215861595223242,0.0,0.0,0.0,0.0,0.0
ENSG00000004468,EFO_1001469,CD38,Mantle cell lymphoma,2,0,0.0793296612414852,0.5764649952735659,0.0,0.0607930797611621,0.0,0.0,0.0,0.0,0.0
ENSG00000004468,EFO_1001830,CD38,precursor T-cell lymphoblastic leukemia-lymphoma,2,0,0.0739159709369403,0.0,0.0,0.1215861595223242,0.0,0.0,0.0,0.0,0.0
ENSG00000004468,EFO_1001875,CD38,amyloidosis,2,0,0.3057581556895888,0.3158058027679532,0.0,0.4871586588058267,0.0,0.0,0.0,0.0,0.0
ENSG00000004468,EFO_1001936,CD38,adult T acute lymphoblastic leukemia,2,0,0.0739159709369403,0.0,0.0,0.1215861595223242,0.0,0.0,0.0,0.0,0.0
ENSG00000004468,MONDO_0001705,CD38,pure red-cell aplasia,2,0,0.0752160403575681,0.0427703095725804,0.0,0.1215861595223242,0.0,0.0,0.0,0.0,0.0
ENSG00000004468,MONDO_0002462,CD38,glomerulonephritis,2,0,0.1213405919978222,0.1858030255158467,0.0,0.1864789826002196,0.0,0.0,0.0344423357359745,0.0,0.0
ENSG00000004468,MONDO_0004975,CD38,Alzheimer disease,2,0,0.0931467808751149,0.6141142086749621,0.0,0.1215861595223242,0.0,0.0,0.0,0.0,0.0
ENSG00000004468,MONDO_0007915,CD38,systemic lupus erythematosus,2,0,0.1403171026679255,0.9341224202702272,0.0,0.1435392161027438,0.0,0.0,0.0,0.0,0.3645760993276891
ENSG00000004468,MONDO_0008315,CD38,prostate cancer,2,0,0.1110976609946256,0.7617533823279043,0.0,0.1215861595223242,0.0,0.0,0.0,0.0,0.0
ENSG00000004468,MONDO_0010979,CD38,Timothy syndrome,2,0,0.0739159709369403,0.0,0.0,0.1215861595223242,0.0,0.0,0.0,0.0,0.0
ENSG00000004468,MONDO_0018904,CD38,primary membranoproliferative glomerulonephritis,2,0,0.0744703407189674,0.0182379239283486,0.0,0.1215861595223242,0.0,0.0,0.0,0.0,0.0
ENSG00000004468,MONDO_0018906,CD38,follicular lymphoma,2,0,0.0399120577791791,0.0971844927848577,0.0,0.0607930797611621,0.0,0.0,0.0,0.0,0.0
ENSG00000004487,EFO_0000198,KDM1A,myelodysplastic syndrome,2,0,0.0774179223442736,0.1152088830206133,0.0,0.1215861595223242,0.0,0.0,0.0,0.0,0.0
ENSG00000004487,MONDO_0015667,KDM1A,acute myeloid leukemia by FAB classification,2,0,0.0779794020396512,0.1336807123006383,0.0,0.1215861595223242,0.0,0.0,0.0,0.0,0.0
ENSG00000004779,EFO_0000199,NDUFAB1,oral squamous cell carcinoma,2,0,0.0933599777361855,0.0182379239283486,0.0,0.1526581780669181,0.0,0.0,0.0,0.0,0.0
ENSG00000004779,EFO_0000545,NDUFAB1,infertility,2,0,0.2920329156670904,0.038608671738318,0.0,0.4784415377203458,0.0,0.0,0.0,0.0,0.0
ENSG00000004779,EFO_0000616,NDUFAB1,neoplasm,1,0,0.4287556143494789,0.5125018069638446,0.0,0.6796453385130069,0.0,0.0,0.0,0.0,0.0
ENSG00000004779,EFO_0000673,NDUFAB1,prostate adenocarcinoma,2,0,0.0968709863556901,0.0121586159522324,0.0,0.1587374860430344,0.0,0.0,0.0,0.0,0.0
ENSG00000004779,EFO_0001071,NDUFAB1,lung carcinoma,2,0,0.3016044678125879,0.074414847979721,0.0,0.492395705389976,0.0,0.0,0.0,0.0,0.0
ENSG00000004779,EFO_0001378,NDUFAB1,multiple myeloma,1,0,0.0836886992311092,0.0,0.0,0.1367844294626147,0.0,0.0175425206009043,0.0,0.0,0.0
ENSG00000004779,EFO_0002618,NDUFAB1,pancreatic carcinoma,1,0,0.0835250471587426,0.0121586159522324,0.0,0.1367844294626147,0.0,0.0,0.0,0.0,0.0
ENSG00000004779,EFO_0003144,NDUFAB1,heart failure,2,0,0.2663641260773889,0.1671809693431958,0.0,0.429789713075855,0.0,0.0,0.0,0.0,0.0
ENSG00000004779,EFO_0004208,NDUFAB1,Vitiligo,2,0,0.0739159709369403,0.0,0.0,0.1215861595223242,0.0,0.0,0.0,0.0,0.0
ENSG00000004779,EFO_0008520,NDUFAB1,primary progressive multiple sclerosis,2,0,0.0785357191204991,0.0,0.0,0.1291852944924695,0.0,0.0,0.0,0.0,0.0
ENSG00000004779,EFO_0008522,NDUFAB1,secondary progressive multiple sclerosis,2,0,0.0785357191204991,0.0,0.0,0.1291852944924695,0.0,0.0,0.0,0.0,0.0
ENSG00000004779,EFO_1000783,NDUFAB1,diabetic neuropathy,1,0,0.0369579854684701,0.0,0.0,0.0607930797611621,0.0,0.0,0.0,0.0,0.0
ENSG00000004779,EFO_1001459,NDUFAB1,diabetic foot,2,0,0.0923949636711754,0.0,0.0,0.1519826994029052,0.0,0.0,0.0,0.0,0.0
ENSG00000004779,HP_0000842,NDUFAB1,Hyperinsulinemia,2,0,0.0739159709369403,0.0,0.0,0.1215861595223242,0.0,0.0,0.0,0.0,0.0
ENSG00000004779,MONDO_0004126,NDUFAB1,thyroiditis,2,0,0.0748399205736521,0.030396539880581,0.0,0.1215861595223242,0.0,0.0,0.0,0.0,0.0
ENSG00000004779,MONDO_0005184,NDUFAB1,pancreatic ductal adenocarcinoma,2,0,0.074285550791625,0.0121586159522324,0.0,0.1215861595223242,0.0,0.0,0.0,0.0,0.0
ENSG00000004779,MONDO_0005301,NDUFAB1,multiple sclerosis,2,0,0.5226007052364808,0.0,0.0,0.1840434718601018,0.8136276094564562,0.0,0.0,0.0,0.0
ENSG00000004779,MONDO_0005575,NDUFAB1,colorectal cancer,1,0,0.3762193070883141,0.3274907771018237,0.0,0.6024776538062572,0.0,0.0,0.0,0.0,0.0
ENSG00000004779,MONDO_0008315,NDUFAB1,prostate cancer,2,0,0.3639600481208374,0.0617613917559379,0.0,0.5955985729556109,0.0,0.0,0.0,0.0,0.0
ENSG00000004779,MONDO_0019391,NDUFAB1,Fanconi anemia,2,0,0.2771848910135263,0.0,0.0,0.4559480982087158,0.0,0.0,0.0,0.0,0.0
ENSG00000004779,MONDO_0021063,NDUFAB1,malignant colon neoplasm,2,0,0.0831554673040579,0.0,0.0,0.1367844294626147,0.0,0.0,0.0,0.0,0.0
ENSG00000004799,EFO_0000181,PDK4,head and neck squamous cell carcinoma,2,0,0.0775232243102691,0.1186731577837685,0.0,0.1215861595223242,0.0,0.0,0.0,0.0,0.0
ENSG00000004799,EFO_0000519,PDK4,glioblastoma multiforme,2,0,0.0981664664074308,0.0547779422581271,0.0,0.1587374860430344,0.0,0.0,0.0,0.0,0.0
ENSG00000004799,EFO_0001361,PDK4,pulmonary arterial hypertension,1,0,0.0421772317029342,0.1717052748427599,0.0,0.0607930797611621,0.0,0.0,0.0,0.0,0.0
ENSG00000004799,EFO_0003777,PDK4,heart disease,2,0,0.11694806614976,0.8098707435318343,0.0,0.1215861595223242,0.0,0.0,0.0,0.0,0.0
ENSG00000004799,MONDO_0005149,PDK4,pulmonary hypertension,1,0,0.051824747488016,0.1851284940501837,0.0,0.0759913497014526,0.0,0.0,0.0,0.0,0.0
ENSG00000004799,MONDO_0007254,PDK4,breast cancer,2,0,0.0968384098519217,0.720467805126457,0.0,0.0607930797611621,0.0,0.0,0.0,0.0,0.0
ENSG00000004799,MONDO_0008903,PDK4,lung cancer,2,0,0.0474312883028821,0.3141129885655472,0.0,0.0607930797611621,0.0,0.0,0.0,0.0,0.0
ENSG00000004948,EFO_0001073,CALCR,obesity,2,0,0.4257733495989735,0.1550897392377088,0.0,0.1884805487988441,0.0,0.0,0.6457455304968941,0.0,0.2502243162969432
ENSG00000004948,EFO_1000950,CALCR,giant cell reparative granuloma,2,0,0.0739159709369403,0.0,0.0,0.1215861595223242,0.0,0.0,0.0,0.0,0.0
ENSG00000004948,HP_0000938,CALCR,Osteopenia,2,0,0.0750247105009944,0.0364758478566972,0.0,0.1215861595223242,0.0,0.0,0.0,0.0,0.0
ENSG00000004948,MONDO_0002123,CALCR,calcinosis,2,0,0.0739159709369403,0.0,0.0,0.1215861595223242,0.0,0.0,0.0,0.0,0.0
ENSG00000005339,EFO_0000616,CREBBP,neoplasm,1,0,0.8592958684053288,0.9874686494562708,0.9606631271873778,0.1643355154710414,0.8358830757210374,0.0,0.254783932232259,0.0,0.623089372724132
ENSG00000005339,EFO_0001422,CREBBP,cirrhosis of liver,2,0,0.0973533289791675,0.4670880873575995,0.0,0.1367844294626147,0.0,0.0,0.0,0.0,0.0
ENSG00000005381,MONDO_0005180,MPO,Parkinson disease,2,0,0.1285346320336799,0.81844015797301,0.0,0.1705077017634593,0.0,0.0,0.0,0.0,0.0
ENSG00000005381,MONDO_0010857,MPO,semantic dementia,1,0,0.0369579854684701,0.0,0.0,0.0607930797611621,0.0,0.0,0.0,0.0,0.0
ENSG00000005844,EFO_0000274,ITGAL,atopic eczema,2,0,0.0852885636704506,0.065183691077246,0.0,0.1367844294626147,0.0,0.0112318648303666,0.0,0.0,0.0
ENSG00000005844,EFO_0000685,ITGAL,rheumatoid arthritis,2,0,0.0956724282520156,0.2944178334955388,0.0,0.1367844294626147,0.0,0.0,0.0,0.0,0.2640851384824881
ENSG00000005844,EFO_0000699,ITGAL,Sjogren syndrome,2,0,0.040596184729937,0.1135445860272504,0.0,0.0607930797611621,0.0,0.0138299500798047,0.0,0.0,0.0
ENSG00000005844,EFO_0003778,ITGAL,psoriatic arthritis,1,0,0.0399914886399828,0.0997976474766662,0.0,0.0607930797611621,0.0,0.0,0.0,0.0,0.0
ENSG00000005844,EFO_1000710,ITGAL,hidradenitis suppurativa,1,0,0.0369579854684701,0.0,0.0,0.0607930797611621,0.0,0.0,0.0,0.0,0.0
ENSG00000005844,MONDO_0005147,ITGAL,type 1 diabetes mellitus,2,0,0.1042367347661953,0.1869326861740888,0.0,0.1621148793630989,0.0,0.0,0.0,0.0,0.0
ENSG00000005844,MONDO_0019080,ITGAL,alopecia totalis,2,0,0.0369579854684701,0.0,0.0,0.0607930797611621,0.0,0.0,0.0,0.0,0.0
ENSG00000005882,EFO_0000181,PDK2,head and neck squamous cell carcinoma,2,0,0.075481552265813,0.0515052481309845,0.0,0.1215861595223242,0.0,0.0,0.0,0.0,0.0
ENSG00000005882,EFO_0000519,PDK2,glioblastoma multiforme,2,0,0.0978411334742375,0.0440749828268425,0.0,0.1587374860430344,0.0,0.0,0.0,0.0,0.0
